activity,cid,acvalue
Unspecified,25074271,10
Unspecified,24945842,10
Unspecified,45140152,0.1
Unspecified,25070187,10
Unspecified,57721282,10
Unspecified,24936925,10
Unspecified,24900575,0.1
Unspecified,25073959,0.1
Unspecified,24900712,0.1
Unspecified,57721266,1
Unspecified,57721276,10
Unspecified,25062182,0.1
Unspecified,24900837,0.1
Unspecified,25227140,0.1
Unspecified,24944940,0.1
Unspecified,24945448,0.1
Unspecified,24900444,0.1
Unspecified,57721211,10
Unspecified,134132544,0.1
Unspecified,25069550,0.1
Unspecified,24944848,10
Unspecified,24944849,10
Unspecified,24945204,0.1
Unspecified,59803642,10
Unspecified,24944847,10
Unspecified,25069870,0.1
Unspecified,59729466,0.1
Unspecified,25069552,0.1
Unspecified,57721208,0.1
Unspecified,57721200,0.1
Unspecified,24945018,0.1
Unspecified,25226005,0.1
Unspecified,24900836,10
Unspecified,24901024,0.1
Unspecified,24937180,10
Unspecified,25070511,0.1
Unspecified,57721236,0.1
Unspecified,57721300,0.1
Unspecified,24945288,0.1
Unspecified,24998599,0.1
Unspecified,24944939,0.1
Unspecified,24936805,10
Unspecified,24900645,0.1
Unspecified,45140347,0.1
Unspecified,45140349,0.1
Unspecified,24944856,0.1
Unspecified,25227319,0.1
Unspecified,24945112,0.1
Unspecified,24945021,10
Unspecified,24945114,0.1
Unspecified,24900576,0.1
Unspecified,24945115,0.1
Unspecified,25070190,0.1
Unspecified,25073471,10
Unspecified,24856657,0.1
Unspecified,24900508,0.1
Unspecified,24945368,0.1
Unspecified,45140150,0.1
Unspecified,24856901,0.1
Unspecified,24936512,0.1
Unspecified,24944931,10
Unspecified,24856977,10
Unspecified,24900642,0.1
Unspecified,24945688,0.1
Unspecified,25070513,10
Unspecified,24944935,0.1
Unspecified,24900377,10
Unspecified,25195500,0.1
Unspecified,24945019,0.1
Unspecified,24900509,0.1
Unspecified,24945690,0.1
Unspecified,59756739,0.1
Unspecified,25069869,0.1
Unspecified,24901307,10
Unspecified,24944855,0.1
Unspecified,24998278,10
Unspecified,24945527,0.1
Unspecified,24945689,0.1
Unspecified,24944851,0.1
Unspecified,45140153,0.1
Unspecified,45140348,0.1
Unspecified,121499152,33.33
Unspecified,16070100,100
Unspecified,71466525,10
Unspecified,71466592,10
Unspecified,132134663,NULL
Unspecified,122648600,1
Unspecified,122648343,1
Unspecified,122648649,1
Unspecified,145986586,5
Unspecified,145968364,5
Unspecified,5311,NULL
Unspecified,145970036,NULL
Unspecified,145968410,NULL
Unspecified,19493,NULL
Unspecified,145964533,NULL
Unspecified,5311,NULL
Unspecified,136645466,10
Unspecified,141504707,20
Unspecified,137487458,20
Unspecified,141504721,20
Unspecified,137487451,20
Unspecified,137487426,20
Unspecified,145970971,20
Unspecified,142365748,NULL
Unspecified,142365748,NULL
Unspecified,142365748,NULL
Unspecified,142365748,NULL
Unspecified,142365748,NULL
Unspecified,5311,NULL
Unspecified,137631828,NULL
Unspecified,142365748,NULL
Unspecified,145973818,NULL
Unspecified,142365748,NULL
Unspecified,145973818,NULL
Unspecified,142365748,NULL
Unspecified,145973818,NULL
Unspecified,142365748,NULL
Unspecified,145973818,NULL
Unspecified,142365748,NULL
Unspecified,145973818,NULL
Unspecified,142365748,NULL
Unspecified,145973818,NULL
Unspecified,142365748,NULL
Unspecified,145973818,NULL
Unspecified,142365748,NULL
Unspecified,145973818,NULL
Unspecified,142365748,NULL
Unspecified,145954785,NULL
Unspecified,145954785,NULL
Unspecified,145949203,NULL
Unspecified,145954785,NULL
Unspecified,145949203,NULL
Unspecified,145954785,NULL
Unspecified,145949203,NULL
Unspecified,145954785,NULL
Unspecified,5311,10
Unspecified,145951170,10
Unspecified,145959866,10
Unspecified,71722010,10
Unspecified,145977717,10
Unspecified,145954282,NULL
Unspecified,145956541,NULL
Unspecified,145956541,292
Unspecified,145954282,NULL
Unspecified,6918848,NULL
Unspecified,142489339,NULL
Unspecified,142489337,NULL
Unspecified,142489310,NULL
Unspecified,142489314,NULL
Unspecified,137353141,NULL
Unspecified,145958925,NULL
Unspecified,11291754,NULL
Unspecified,145960332,NULL
Unspecified,145962699,NULL
Unspecified,145960971,10
Unspecified,134492522,10
Unspecified,49850262,30
Unspecified,145953085,100
Unspecified,59323957,30
Unspecified,137635119,50
Unspecified,24938735,NULL
Unspecified,137631595,NULL
Unspecified,137643240,NULL
Unspecified,58275943,NULL
Unspecified,137649620,NULL
Unspecified,137655990,NULL
Unspecified,137657818,NULL
Unspecified,137661885,NULL
Unspecified,137645287,356
Unspecified,9543539,180
Unspecified,56654642,180
Unspecified,49850262,30
Unspecified,71532921,10
Unspecified,57336560,50
Unspecified,57336559,50
Unspecified,57336567,50
Unspecified,57336569,50
Unspecified,57336572,50
Unspecified,137649646,50
Unspecified,137652670,50
Unspecified,137656303,50
Unspecified,137657892,50
Unspecified,137658785,50
Unspecified,57401090,50
Unspecified,57336564,50
Unspecified,57336571,50
Unspecified,137631704,50
Unspecified,137632251,50
Unspecified,137647616,50
Unspecified,57336561,50
Unspecified,57336565,50
Unspecified,57336566,50
Unspecified,57336568,50
Unspecified,57336570,50
Unspecified,57336554,50
Unspecified,57336558,50
Unspecified,56951446,50
Unspecified,57336556,50
Unspecified,57336562,50
Unspecified,57336555,50
Unspecified,9908268,NULL
Unspecified,5311,NULL
Unspecified,145993239,100
Unspecified,5311,100
Unspecified,145991323,100
Unspecified,145993239,100
Unspecified,145993977,100
Unspecified,145993239,100
Unspecified,145980171,NULL
Unspecified,73442878,NULL
Unspecified,145985406,NULL
Unspecified,145987397,NULL
Unspecified,145987696,NULL
Unspecified,145993051,NULL
Unspecified,5311,NULL
Unspecified,5311,NULL
Unspecified,5311,NULL
Unspecified,5311,NULL
Unspecified,140846804,NULL
Unspecified,140846804,NULL
Unspecified,140846804,NULL
Unspecified,134283799,NULL
Unspecified,140846804,NULL
Unspecified,134283799,NULL
Unspecified,134283792,NULL
Unspecified,140846804,NULL
Unspecified,134283799,NULL
Unspecified,134283810,NULL
Unspecified,134283813,NULL
Unspecified,145994016,NULL
Unspecified,134283792,NULL
Unspecified,49850262,NULL
Unspecified,134283799,NULL
Unspecified,134283810,NULL
Unspecified,134283813,NULL
Unspecified,145994016,NULL
Unspecified,134283792,NULL
Unspecified,49850262,NULL
Unspecified,71680913,NULL
Unspecified,134283799,NULL
Unspecified,71680913,NULL
Unspecified,134283810,NULL
Unspecified,134283813,NULL
Unspecified,145994016,NULL
Unspecified,71680913,NULL
Unspecified,134283792,NULL
Unspecified,71680913,NULL
Unspecified,49850262,NULL
Unspecified,71680913,NULL
Unspecified,134283792,NULL
Unspecified,134283810,NULL
Unspecified,134283813,NULL
Unspecified,145994016,NULL
Unspecified,49850262,NULL
Unspecified,134283810,NULL
Unspecified,134283813,NULL
Unspecified,145994016,NULL
Unspecified,49850262,NULL
Unspecified,134283810,60
Unspecified,134283792,53
Unspecified,134283813,62
Unspecified,145994016,65
Unspecified,16736529,1
Unspecified,145983616,10
Unspecified,145983813,10
Unspecified,150076000,0.3
Unspecified,155556138,NULL
Unspecified,71721946,100
Unspecified,71721558,100
Unspecified,130205516,NULL
Unspecified,130205516,NULL
Unspecified,130205516,NULL
Unspecified,130205526,NULL
Unspecified,130205526,NULL
Unspecified,155527295,NULL
Unspecified,155537112,NULL
Unspecified,44299474,NULL
Unspecified,5311,10
Unspecified,153534005,10
Unspecified,4261,10
Unspecified,155517175,10
Unspecified,3365,40
Unspecified,141728843,10
Unspecified,141728810,10
Unspecified,141728831,NULL
Unspecified,141728813,NULL
Unspecified,141728855,NULL
Unspecified,141728817,NULL
Unspecified,6918837,20
Unspecified,5311,10
Unspecified,338818,40
Unspecified,5311,NULL
Unspecified,155454897,NULL
Unspecified,134611695,NULL
Unspecified,5311,NULL
Unspecified,155454897,NULL
Unspecified,134611695,NULL
Unspecified,5311,NULL
Unspecified,155454897,NULL
Unspecified,134611695,NULL
Unspecified,5311,98.35
Unspecified,6505803,1000
Unspecified,155519645,360.82
Unspecified,155525851,211.33
Unspecified,155526273,105.47
Unspecified,155528303,1000
Unspecified,155528743,1000
Unspecified,155528896,391.4
Unspecified,155530610,126.01
Unspecified,155532068,415.07
Unspecified,155539311,194.55
Unspecified,155545401,671.83
Unspecified,155550058,461.7
Unspecified,4261,1
Unspecified,11688197,1
Unspecified,155512223,NULL
Unspecified,155513295,NULL
Unspecified,155517043,NULL
Unspecified,155526391,NULL
Unspecified,155528158,NULL
Unspecified,155536323,NULL
Unspecified,155544626,NULL
Unspecified,155555354,NULL
Unspecified,155556603,NULL
Unspecified,155559918,NULL
Unspecified,155563027,NULL
Unspecified,155512223,NULL
Unspecified,155513295,NULL
Unspecified,155517043,NULL
Unspecified,155526391,NULL
Unspecified,155528158,NULL
Unspecified,155536323,NULL
Unspecified,155544626,NULL
Unspecified,155555354,NULL
Unspecified,155556603,NULL
Unspecified,155559918,NULL
Unspecified,155563027,NULL
Unspecified,155512223,NULL
Unspecified,155513295,NULL
Unspecified,155517043,NULL
Unspecified,155526391,NULL
Unspecified,155528158,NULL
Unspecified,155536323,NULL
Unspecified,155544626,NULL
Unspecified,155555354,NULL
Unspecified,155556603,NULL
Unspecified,155559918,NULL
Unspecified,155563027,NULL
Unspecified,444732,NULL
Unspecified,444732,NULL
Unspecified,444732,NULL
Unspecified,155513286,NULL
Unspecified,155513286,NULL
Unspecified,155513286,NULL
Unspecified,5311,NULL
Unspecified,155519251,NULL
Unspecified,155528801,NULL
Unspecified,155530074,NULL
Unspecified,155532675,NULL
Unspecified,148608442,NULL
Unspecified,148304223,NULL
Unspecified,155541711,NULL
Unspecified,155545823,NULL
Unspecified,155554177,NULL
Unspecified,148970856,NULL
Unspecified,155518496,32
Unspecified,155521283,32
Unspecified,155559583,NULL
Unspecified,155515909,190
Unspecified,155515909,144
Unspecified,142505990,100
Unspecified,155512551,50
Unspecified,155513471,50
Unspecified,155514603,50
Unspecified,155515284,50
Unspecified,155515602,50
Unspecified,129104374,50
Unspecified,129104183,50
Unspecified,44623152,50
Unspecified,155529066,50
Unspecified,155529137,50
Unspecified,129104227,50
Unspecified,135367138,50
Unspecified,129104402,50
Unspecified,129104349,50
Unspecified,155539319,50
Unspecified,155544459,50
Unspecified,155545078,50
Unspecified,155546325,50
Unspecified,155546632,50
Unspecified,155549087,50
Unspecified,155550827,50
Unspecified,14113324,50
Unspecified,155555957,50
Unspecified,44623153,50
Unspecified,135367789,50
Unspecified,155564750,50
Unspecified,121279020,50
Unspecified,155565674,50
Unspecified,155566122,50
Unspecified,155566461,50
Unspecified,155567444,50
Unspecified,44623002,50
Unspecified,25014636,NULL
Unspecified,25014637,NULL
Unspecified,25068486,NULL
Unspecified,25068485,NULL
Unspecified,25014637,NULL
Unspecified,25068485,NULL
Unspecified,71532921,10
Unspecified,155565491,30
Unspecified,5280953,10
Unspecified,444732,NULL
Unspecified,444732,NULL
Unspecified,72946782,NULL
Unspecified,72734543,NULL
Unspecified,72946782,NULL
Unspecified,72734543,NULL
Unspecified,444732,NULL
Unspecified,72734543,10
Unspecified,76853213,20
Unspecified,78324068,20
Unspecified,5192,NULL
Unspecified,74300,NULL
Unspecified,156013097,101
Unspecified,156016556,NULL
Unspecified,156016556,NULL
Unspecified,156010365,NULL
Unspecified,156010365,NULL
Unspecified,156010365,NULL
Unspecified,156010365,NULL
Unspecified,156010365,NULL
Unspecified,156010365,NULL
Unspecified,5311,NULL
Unspecified,5311,NULL
Unspecified,156016556,NULL
Unspecified,156016556,NULL
Unspecified,24753719,10
Unspecified,156016331,10
Unspecified,156014451,100
Unspecified,6477182,NULL
Unspecified,10414053,NULL
Unspecified,44413207,NULL
Unspecified,71717791,NULL
Unspecified,11068834,NULL
Unspecified,969516,NULL
Unspecified,73213129,NULL
Unspecified,71315948,NULL
Unspecified,118729394,NULL
Unspecified,156009599,NULL
Unspecified,156009670,NULL
Unspecified,156009752,NULL
Unspecified,156010316,NULL
Unspecified,156010341,NULL
Unspecified,156011041,NULL
Unspecified,156011099,NULL
Unspecified,156011194,NULL
Unspecified,156011887,NULL
Unspecified,156012276,NULL
Unspecified,156012295,NULL
Unspecified,156012448,NULL
Unspecified,156012569,NULL
Unspecified,11059247,NULL
Unspecified,156013044,NULL
Unspecified,156013735,NULL
Unspecified,156013804,NULL
Unspecified,156013817,NULL
Unspecified,11744170,NULL
Unspecified,156014100,NULL
Unspecified,156014268,NULL
Unspecified,156014579,NULL
Unspecified,88539416,NULL
Unspecified,156015848,NULL
Unspecified,156015958,NULL
Unspecified,156015983,NULL
Unspecified,156016180,NULL
Unspecified,156016323,NULL
Unspecified,156016329,NULL
Unspecified,156017023,NULL
Unspecified,156017895,NULL
Unspecified,156017955,NULL
Unspecified,156018315,NULL
Unspecified,156018478,NULL
Unspecified,156018564,NULL
Unspecified,156018915,NULL
Unspecified,156019110,NULL
Unspecified,156019122,NULL
Unspecified,127027133,NULL
Unspecified,156019629,NULL
Unspecified,156019669,NULL
Unspecified,44556947,NULL
Unspecified,156020499,NULL
Unspecified,156020568,NULL
Unspecified,156020642,NULL
Unspecified,156020968,NULL
Unspecified,156021086,NULL
Unspecified,156021514,NULL
Unspecified,156021525,NULL
Unspecified,156021639,NULL
Unspecified,88539415,NULL
Unspecified,156014027,72
Unspecified,2760034,200
Unspecified,146317294,50
Unspecified,156013743,200
Unspecified,155529247,NULL
Unspecified,138454792,NULL
Unspecified,130205526,NULL
Unspecified,130205516,NULL
Unspecified,5311,NULL
Unspecified,153534005,NULL
Unspecified,155529247,NULL
Unspecified,138454792,NULL
Unspecified,155534573,NULL
Unspecified,155539311,NULL
Unspecified,155519645,NULL
Unspecified,155515836,NULL
Unspecified,155539311,NULL
Unspecified,155519645,NULL
Unspecified,155515836,NULL
Unspecified,145950884,NULL
Unspecified,145962694,NULL
Unspecified,145959360,NULL
Unspecified,145950884,NULL
Unspecified,145958641,NULL
Unspecified,145971681,NULL
Unspecified,145962694,NULL
Unspecified,142365748,NULL
Unspecified,142365748,NULL
Unspecified,145973818,NULL
Unspecified,145973818,NULL
Unspecified,145959360,NULL
Unspecified,145958641,NULL
Unspecified,145971681,NULL
Unspecified,5311,NULL
Unspecified,138393072,NULL
Unspecified,5311,NULL
Unspecified,138393072,NULL
Unspecified,142365748,NULL
Unspecified,145973818,NULL
Unspecified,142365748,NULL
Unspecified,145973818,NULL
Unspecified,145985243,NULL
Unspecified,145985243,NULL
Unspecified,145985243,NULL
Unspecified,145985243,NULL
Unspecified,137628667,NULL
Unspecified,5311,NULL
Unspecified,5280953,10
Unspecified,137058911,NULL
Unspecified,127039340,NULL
Unspecified,145956541,NULL
Unspecified,145954282,NULL
Unspecified,145949712,NULL
Unspecified,4261,NULL
Unspecified,444732,NULL
Unspecified,127039340,NULL
Unspecified,137058911,NULL
Unspecified,122184845,NULL
Unspecified,122184846,NULL
Unspecified,122184845,NULL
Unspecified,122184846,NULL
Unspecified,60152596,NULL
Unspecified,60151225,NULL
Unspecified,118733296,NULL
Unspecified,24757913,NULL
Unspecified,118712503,NULL
Unspecified,118712502,NULL
Unspecified,118733296,NULL
Unspecified,72195322,NULL
Unspecified,118714377,NULL
Unspecified,72195322,NULL
Unspecified,118714377,NULL
Unspecified,118715744,NULL
Unspecified,118715739,NULL
Unspecified,118715741,NULL
Unspecified,101879983,NULL
Unspecified,118715744,NULL
Unspecified,118715739,NULL
Unspecified,118715750,NULL
Unspecified,118715741,NULL
Unspecified,118715745,NULL
Unspecified,24744325,NULL
Unspecified,24744325,NULL
Unspecified,118715745,NULL
Unspecified,118715750,NULL
Unspecified,101879983,NULL
Unspecified,18823397,NULL
Unspecified,5793932,NULL
Unspecified,118720703,NULL
Unspecified,5281220,NULL
Unspecified,1798422,NULL
Unspecified,13735499,NULL
Unspecified,24744325,NULL
Unspecified,24744325,NULL
Unspecified,24744325,NULL
Unspecified,86765212,NULL
Unspecified,5311,NULL
Unspecified,86765212,NULL
Unspecified,5311,NULL
Unspecified,5311,NULL
Unspecified,60163732,NULL
Unspecified,71625224,NULL
Unspecified,71625343,NULL
Unspecified,44253780,NULL
Unspecified,72205411,NULL
Unspecified,72205411,NULL
Unspecified,60163732,NULL
Unspecified,60163732,NULL
Unspecified,56964457,NULL
Unspecified,30323,NULL
Unspecified,53464577,NULL
Unspecified,136069553,NULL
Unspecified,71655137,NULL
Unspecified,71655138,NULL
Unspecified,71655136,NULL
Unspecified,71655283,NULL
Unspecified,71655139,NULL
Unspecified,71655216,NULL
Unspecified,136069553,NULL
Unspecified,5311,NULL
Unspecified,57325672,NULL
Unspecified,53464577,NULL
Unspecified,70692849,NULL
Unspecified,11947684,1
Unspecified,162648243,8
Unspecified,12136798,10
Unspecified,162652149,1
Unspecified,162649439,1
Unspecified,162650007,1
Unspecified,16736529,1
Unspecified,72734382,30
Unspecified,5311,1
Unspecified,162645622,1
Unspecified,162674636,NULL
Unspecified,162674636,10
Unspecified,162670509,NULL
Unspecified,162670784,10
Unspecified,155289405,40
Unspecified,3857348,10
Unspecified,15985904,10
Unspecified,118366969,NULL
Unspecified,118366969,NULL
Unspecified,118366969,NULL
Unspecified,162644717,1
Unspecified,118366969,NULL
Unspecified,118374514,NULL
Unspecified,118374514,10
Unspecified,118374514,NULL
Unspecified,72374405,20
Unspecified,162644678,NULL
Unspecified,162658837,NULL
Unspecified,162662873,NULL
Unspecified,162662873,NULL
Unspecified,162663970,1
Unspecified,162663441,1
Unspecified,22986792,NULL
Unspecified,137353054,10
Unspecified,54575456,NULL
Unspecified,54575456,NULL
Unspecified,135566881,291
Unspecified,155155878,1
Unspecified,118366956,10
Unspecified,4261,10
Unspecified,4596836,100
Unspecified,53340426,1
Unspecified,139035087,10
Unspecified,53340666,1
Unspecified,53340666,1
Unspecified,9865515,10
Unspecified,137628684,1
Unspecified,5311,1
